firstnames,Lastnames,DOB,annee_bacc
627. Colter,A628,6/1/1950,3/25/1980
628. Johan,A629,6/1/1950,3/25/1980
629. Houston,A630,6/1/1950,3/25/1980
630. Layton,A631,6/1/1950,3/25/1980
631. Quincy,A632,6/1/1950,3/25/1980
632. Case,A633,6/1/1950,3/25/1980
633. Atreus,A634,6/1/1950,3/25/1980
634. Cayson,A635,6/1/1950,3/25/1980
635. Aarav,A636,6/1/1950,3/25/1980
636. Darius,A637,6/1/1950,3/25/1980
637. Harlan,A638,6/1/1950,3/25/1980
638. Justice,A639,6/1/1950,3/25/1980
639. Abdiel,A640,6/1/1950,3/25/1980
640. Layne,A641,6/1/1950,3/25/1980
641. Raylan,A642,6/1/1950,3/25/1980
642. Arturo,A643,6/1/1950,3/25/1980
643. Taylor,A644,6/1/1950,3/25/1980
644. Anakin,A645,6/1/1950,3/25/1980
645. Ander,A646,6/1/1950,3/25/1980
646. Hamza,A647,6/1/1950,3/25/1980
647. Otis,A648,6/1/1950,3/25/1980
648. Azariah,A649,6/1/1950,3/25/1980
649. Leonard,A650,6/1/1950,3/25/1980
650. Colby,A651,6/1/1950,3/25/1980
651. Duke,A652,6/1/1950,3/25/1980
652. Flynn,A653,6/1/1950,3/25/1980
653. Trey,A654,6/1/1950,3/25/1980
654. Gustavo,A655,6/1/1950,3/25/1980
655. Fletcher,A656,6/1/1950,3/25/1980
656. Issac,A657,6/1/1950,3/25/1980
657. Sam,A658,6/1/1950,3/25/1980
658. Trenton,A659,6/1/1950,3/25/1980
659. Callahan,A660,6/1/1950,3/25/1980
660. Chris,A661,6/1/1950,3/25/1980
661. Mohammad,A662,6/1/1950,3/25/1980
662. Rayan,A663,6/1/1950,3/25/1980
663. Lionel,A664,6/1/1950,3/25/1980
664. Bruno,A665,6/1/1950,3/25/1980
665. Jaxxon,A666,6/1/1950,3/25/1980
666. Zaid,A667,6/1/1950,3/25/1980
667. Brycen,A668,6/1/1950,3/25/1980
668. Roland,A669,6/1/1950,3/25/1980
669. Dillon,A670,6/1/1950,3/25/1980
670. Lennon,A671,6/1/1950,3/25/1980
671. Ambrose,A672,6/1/1950,3/25/1980
672. Rio,A673,6/1/1950,3/25/1980
673. Mac,A674,6/1/1950,3/25/1980
674. Ahmed,A675,6/1/1950,3/25/1980
675. Samir,A676,6/1/1950,3/25/1980
676. Yosef,A677,6/1/1950,3/25/1980
677. Tru,A678,6/1/1950,3/25/1980
678. Creed,A679,6/1/1950,3/25/1980
679. Tony,A680,6/1/1950,3/25/1980
680. Alden,A681,6/1/1950,3/25/1980
681. Aden,A682,6/1/1950,3/25/1980
682. Alec,A683,6/1/1950,3/25/1980
683. Carmelo,A684,6/1/1950,3/25/1980
684. Dario,A685,6/1/1950,3/25/1980
685. Marcel,A686,6/1/1950,3/25/1980
686. Roger,A687,6/1/1950,3/25/1980
687. Ty,A688,6/1/1950,3/25/1980
688. Ahmad,A689,6/1/1950,3/25/1980
689. Emir,A690,6/1/1950,3/25/1980
690. Landyn,A691,6/1/1950,3/25/1980
691. Skyler,A692,6/1/1950,3/25/1980
692. Mohammed,A693,6/1/1950,3/25/1980
693. Dennis,A694,6/1/1950,3/25/1980
694. Kareem,A695,6/1/1950,3/25/1980
695. Nixon,A696,6/1/1950,3/25/1980
696. Rex,A697,6/1/1950,3/25/1980
697. Uriah,A698,6/1/1950,3/25/1980
698. Lee,A699,6/1/1950,3/25/1980
699. Louie,A700,6/1/1950,3/25/1980
700. Rayden,A701,6/1/1950,3/25/1980
701. Reese,A702,6/1/1950,3/25/1980
702. Alberto,A703,6/1/1950,3/25/1980
703. Cason,A704,6/1/1950,3/25/1980
704. Quinton,A705,6/1/1950,3/25/1980
705. Kingsley,A706,6/1/1950,3/25/1980
706. Chaim,A707,6/1/1950,3/25/1980
707. Alfredo,A708,6/1/1950,3/25/1980
708. Mauricio,A709,6/1/1950,3/25/1980
709. Caspian,A710,6/1/1950,3/25/1980
710. Legacy,A711,6/1/1950,3/25/1980
711. Ocean,A712,6/1/1950,3/25/1980
712. Ozzy,A713,6/1/1950,3/25/1980
713. Briar,A714,6/1/1950,3/25/1980
714. Wilson,A715,6/1/1950,3/25/1980
715. Forest,A716,6/1/1950,3/25/1980
716. Grey,A717,6/1/1950,3/25/1980
717. Joziah,A718,6/1/1950,3/25/1980
718. Salem,A719,6/1/1950,3/25/1980
719. Neil,A720,6/1/1950,3/25/1980
720. Remi,A721,6/1/1950,3/25/1980
721. Bridger,A722,6/1/1950,3/25/1980
722. Harry,A723,6/1/1950,3/25/1980
723. Jefferson,A724,6/1/1950,3/25/1980
724. Lachlan,A725,6/1/1950,3/25/1980
725. Nelson,A726,6/1/1950,3/25/1980
726. Casen,A727,6/1/1950,3/25/1980
727. Salvador,A728,6/1/1950,3/25/1980
728. Magnus,A729,6/1/1950,3/25/1980
729. Tommy,A730,6/1/1950,3/25/1980
730. Marcellus,A731,6/1/1950,3/25/1980
731. Maximo,A732,6/1/1950,3/25/1980
732. Jerry,A733,6/1/1950,3/25/1980
733. Clyde,A734,6/1/1950,3/25/1980
734. Aron,A735,6/1/1950,3/25/1980
735. Keaton,A736,6/1/1950,3/25/1980
736. Eliam,A737,6/1/1950,3/25/1980
737. Lian,A738,6/1/1950,3/25/1980
738. Trace,A739,6/1/1950,3/25/1980
739. Douglas,A740,6/1/1950,3/25/1980
740. Junior,A741,6/1/1950,3/25/1980
741. Titan,A742,6/1/1950,3/25/1980
742. Cullen,A743,6/1/1950,3/25/1980
743. Cillian,A744,6/1/1950,3/25/1980
744. Musa,A745,6/1/1950,3/25/1980
745. Mylo,A746,6/1/1950,3/25/1980
746. Hugh,A747,6/1/1950,3/25/1980
747. Tomas,A748,6/1/1950,3/25/1980
748. Vincenzo,A749,6/1/1950,3/25/1980
749. Westley,A750,6/1/1950,3/25/1980
750. Langston,A751,6/1/1950,3/25/1980
751. Byron,A752,6/1/1950,3/25/1980
752. Kiaan,A753,6/1/1950,3/25/1980
753. Loyal,A754,6/1/1950,3/25/1980
754. Orlando,A755,6/1/1950,3/25/1980
755. Kyro,A756,6/1/1950,3/25/1980
756. Amias,A757,6/1/1950,3/25/1980
757. Amiri,A758,6/1/1950,3/25/1980
758. Jimmy,A759,6/1/1950,3/25/1980
759. Vicente,A760,6/1/1950,3/25/1980
760. Khari,A761,6/1/1950,3/25/1980
761. Brendan,A762,6/1/1950,3/25/1980
762. Rey,A763,6/1/1950,3/25/1980
763. Ben,A764,6/1/1950,3/25/1980
764. Emery,A765,6/1/1950,3/25/1980
765. Zyair,A766,6/1/1950,3/25/1980
766. Bjorn,A767,6/1/1950,3/25/1980
767. Evander,A768,6/1/1950,3/25/1980
768. Ramon,A769,6/1/1950,3/25/1980
769. Alvin,A770,6/1/1950,3/25/1980
770. Ricky,A771,6/1/1950,3/25/1980
771. Jagger,A772,6/1/1950,3/25/1980
772. Brock,A773,6/1/1950,3/25/1980
773. Dakari,A774,6/1/1950,3/25/1980
774. Eddie,A775,6/1/1950,3/25/1980
775. Blaze,A776,6/1/1950,3/25/1980
776. Gatlin,A777,6/1/1950,3/25/1980
777. Alonso,A778,6/1/1950,3/25/1980
778. Curtis,A779,6/1/1950,3/25/1980
779. Kylian,A780,6/1/1950,3/25/1980
780. Nathanael,A781,6/1/1950,3/25/1980
781. Devon,A782,6/1/1950,3/25/1980
782. Wayne,A783,6/1/1950,3/25/1980
783. Zakai,A784,6/1/1950,3/25/1980
784. Mathew,A785,6/1/1950,3/25/1980
785. Rome,A786,6/1/1950,3/25/1980
786. Riggs,A787,6/1/1950,3/25/1980
787. Aryan,A788,6/1/1950,3/25/1980
788. Avi,A789,6/1/1950,3/25/1980
789. Hassan,A790,6/1/1950,3/25/1980
790. Lochlan,A791,6/1/1950,3/25/1980
791. Stanley,A792,6/1/1950,3/25/1980
792. Dash,A793,6/1/1950,3/25/1980
793. Kaiser,A794,6/1/1950,3/25/1980
794. Benicio,A795,6/1/1950,3/25/1980
795. Bryant,A796,6/1/1950,3/25/1980
796. Talon,A797,6/1/1950,3/25/1980
797. Rohan,A798,6/1/1950,3/25/1980
798. Wesson,A799,6/1/1950,3/25/1980
799. Joe,A800,6/1/1950,3/25/1980
800. Noe,A801,6/1/1950,3/25/1980
801. Melvin,A802,6/1/1950,3/25/1980
802. Vihaan,A803,6/1/1950,3/25/1980
803. Zayd,A804,6/1/1950,3/25/1980
804. Darren,A805,6/1/1950,3/25/1980
805. Enoch,A806,6/1/1950,3/25/1980
806. Mitchell,A807,6/1/1950,3/25/1980
807. Jedidiah,A808,6/1/1950,3/25/1980
808. Brodie,A809,6/1/1950,3/25/1980
809. Castiel,A810,6/1/1950,3/25/1980
810. Ira,A811,6/1/1950,3/25/1980
811. Lance,A812,6/1/1950,3/25/1980
812. Guillermo,A813,6/1/1950,3/25/1980
813. Thatcher,A814,6/1/1950,3/25/1980
814. Ermias,A815,6/1/1950,3/25/1980
815. Misael,A816,6/1/1950,3/25/1980
816. Jakari,A817,6/1/1950,3/25/1980
817. Emory,A818,6/1/1950,3/25/1980
818. Mccoy,A819,6/1/1950,3/25/1980
819. Rudy,A820,6/1/1950,3/25/1980
820. Thaddeus,A821,6/1/1950,3/25/1980
821. Valentin,A822,6/1/1950,3/25/1980
822. Yehuda,A823,6/1/1950,3/25/1980
823. Bode,A824,6/1/1950,3/25/1980
824. Madden,A825,6/1/1950,3/25/1980
825. Kase,A826,6/1/1950,3/25/1980
826. Bear,A827,6/1/1950,3/25/1980
827. Boden,A828,6/1/1950,3/25/1980
828. Jiraiya,A829,6/1/1950,3/25/1980
829. Maurice,A830,6/1/1950,3/25/1980
830. Alvaro,A831,6/1/1950,3/25/1980
831. Ameer,A832,6/1/1950,3/25/1980
832. Demetrius,A833,6/1/1950,3/25/1980
833. Eliseo,A834,6/1/1950,3/25/1980
834. Kabir,A835,6/1/1950,3/25/1980
835. Kellan,A836,6/1/1950,3/25/1980
836. Allan,A837,6/1/1950,3/25/1980
837. Azrael,A838,6/1/1950,3/25/1980
838. Calum,A839,6/1/1950,3/25/1980
839. Niklaus,A840,6/1/1950,3/25/1980
840. Ray,A841,6/1/1950,3/25/1980
841. Damari,A842,6/1/1950,3/25/1980
842. Elio,A843,6/1/1950,3/25/1980
843. Jon,A844,6/1/1950,3/25/1980
844. Leighton,A845,6/1/1950,3/25/1980
845. Axl,A846,6/1/1950,3/25/1980
846. Dane,A847,6/1/1950,3/25/1980
847. Eithan,A848,6/1/1950,3/25/1980
848. Eugene,A849,6/1/1950,3/25/1980
849. Kenji,A850,6/1/1950,3/25/1980
850. Jakob,A851,6/1/1950,3/25/1980
851. Colten,A852,6/1/1950,3/25/1980
852. Eliel,A853,6/1/1950,3/25/1980
853. Nova,A854,6/1/1950,3/25/1980
854. Santos,A855,6/1/1950,3/25/1980
855. Zahir,A856,6/1/1950,3/25/1980
856. Idris,A857,6/1/1950,3/25/1980
857. Ishaan,A858,6/1/1950,3/25/1980
858. Kole,A859,6/1/1950,3/25/1980
859. Korbin,A860,6/1/1950,3/25/1980
860. Seven,A861,6/1/1950,3/25/1980
861. Alaric,A862,6/1/1950,3/25/1980
862. Kellen,A863,6/1/1950,3/25/1980
863. Bronson,A864,6/1/1950,3/25/1980
864. Franco,A865,6/1/1950,3/25/1980
865. Wes,A866,6/1/1950,3/25/1980
866. Larry,A867,6/1/1950,3/25/1980
867. Mekhi,A868,6/1/1950,3/25/1980
868. Jamal,A869,6/1/1950,3/25/1980
869. Dilan,A870,6/1/1950,3/25/1980
870. Elisha,A871,6/1/1950,3/25/1980
871. Brennan,A872,6/1/1950,3/25/1980
872. Kace,A873,6/1/1950,3/25/1980
873. Van,A874,6/1/1950,3/25/1980
874. Felipe,A875,6/1/1950,3/25/1980
875. Fisher,A876,6/1/1950,3/25/1980
876. Cal,A877,6/1/1950,3/25/1980
877. Dior,A878,6/1/1950,3/25/1980
878. Judson,A879,6/1/1950,3/25/1980
879. Alfonso,A880,6/1/1950,3/25/1980
880. Deandre,A881,6/1/1950,3/25/1980
881. Rocky,A882,6/1/1950,3/25/1980
882. Henrik,A883,6/1/1950,3/25/1980
883. Reuben,A884,6/1/1950,3/25/1980
884. Anders,A885,6/1/1950,3/25/1980
885. Arian,A886,6/1/1950,3/25/1980
886. Damir,A887,6/1/1950,3/25/1980
887. Jacoby,A888,6/1/1950,3/25/1980
888. Khalid,A889,6/1/1950,3/25/1980
889. Kye,A890,6/1/1950,3/25/1980
890. Mustafa,A891,6/1/1950,3/25/1980
891. Jadiel,A892,6/1/1950,3/25/1980
892. Stefan,A893,6/1/1950,3/25/1980
893. Yousef,A894,6/1/1950,3/25/1980
894. Aydin,A895,6/1/1950,3/25/1980
895. Jericho,A896,6/1/1950,3/25/1980
896. Robin,A897,6/1/1950,3/25/1980
897. Wallace,A898,6/1/1950,3/25/1980
898. Alistair,A899,6/1/1950,3/25/1980
899. Davion,A900,6/1/1950,3/25/1980
900. Alfred,A901,6/1/1950,3/25/1980
901. Ernesto,A902,6/1/1950,3/25/1980
902. Kyng,A903,6/1/1950,3/25/1980
903. Everest,A904,6/1/1950,3/25/1980
904. Gary,A905,6/1/1950,3/25/1980
905. Leroy,A906,6/1/1950,3/25/1980
906. Yahir,A907,6/1/1950,3/25/1980
907. Braden,A908,6/1/1950,3/25/1980
908. Kelvin,A909,6/1/1950,3/25/1980
909. Kristian,A910,6/1/1950,3/25/1980
910. Adler,A911,6/1/1950,3/25/1980
911. Avyaan,A912,6/1/1950,3/25/1980
912. Brayan,A913,6/1/1950,3/25/1980
913. Jones,A914,6/1/1950,3/25/1980
914. Truett,A915,6/1/1950,3/25/1980
915. Aries,A916,6/1/1950,3/25/1980
916. Joey,A917,6/1/1950,3/25/1980
917. Randy,A918,6/1/1950,3/25/1980
918. Jaxx,A919,6/1/1950,3/25/1980
919. Jesiah,A920,6/1/1950,3/25/1980
920. Jovanni,A921,6/1/1950,3/25/1980
921. Azriel,A922,6/1/1950,3/25/1980
922. Brecken,A923,6/1/1950,3/25/1980
923. Harley,A924,6/1/1950,3/25/1980
924. Zechariah,A925,6/1/1950,3/25/1980
925. Gordon,A926,6/1/1950,3/25/1980
926. Jakai,A927,6/1/1950,3/25/1980
927. Carl,A928,6/1/1950,3/25/1980
928. Graysen,A929,6/1/1950,3/25/1980
929. Kylen,A930,6/1/1950,3/25/1980
930. Ayan,A931,6/1/1950,3/25/1980
931. Branson,A932,6/1/1950,3/25/1980
932. Crosby,A933,6/1/1950,3/25/1980
933. Dominik,A934,6/1/1950,3/25/1980
934. Jabari,A935,6/1/1950,3/25/1980
935. Jaxtyn,A936,6/1/1950,3/25/1980
936. Kristopher,A937,6/1/1950,3/25/1980
937. Ulises,A938,6/1/1950,3/25/1980
938. Zyon,A939,6/1/1950,3/25/1980
939. Fox,A940,6/1/1950,3/25/1980
940. Howard,A941,6/1/1950,3/25/1980
941. Salvatore,A942,6/1/1950,3/25/1980
942. Turner,A943,6/1/1950,3/25/1980
943. Vance,A944,6/1/1950,3/25/1980
944. Harlem,A945,6/1/1950,3/25/1980
945. Jair,A946,6/1/1950,3/25/1980
946. Jakobe,A947,6/1/1950,3/25/1980
947. Jeremias,A948,6/1/1950,3/25/1980
948. Osiris,A949,6/1/1950,3/25/1980
949. Azael,A950,6/1/1950,3/25/1980
950. Bowie,A951,6/1/1950,3/25/1980
951. Canaan,A952,6/1/1950,3/25/1980
952. Elon,A953,6/1/1950,3/25/1980
953. Granger,A954,6/1/1950,3/25/1980
954. Karsyn,A955,6/1/1950,3/25/1980
955. Zavier,A956,6/1/1950,3/25/1980
956. Cain,A957,6/1/1950,3/25/1980
957. Dangelo,A958,6/1/1950,3/25/1980
958. Heath,A959,6/1/1950,3/25/1980
959. Yisroel,A960,6/1/1950,3/25/1980
960. Gian,A961,6/1/1950,3/25/1980
961. Shepard,A962,6/1/1950,3/25/1980
962. Harold,A963,6/1/1950,3/25/1980
963. Kamdyn,A964,6/1/1950,3/25/1980
964. Rene,A965,6/1/1950,3/25/1980
965. Rodney,A966,6/1/1950,3/25/1980
966. Yaakov,A967,6/1/1950,3/25/1980
967. Adrien,A968,6/1/1950,3/25/1980
968. Kartier,A969,6/1/1950,3/25/1980
969. Cassian,A970,6/1/1950,3/25/1980
970. Coleson,A971,6/1/1950,3/25/1980
971. Ahmir,A972,6/1/1950,3/25/1980
972. Darian,A973,6/1/1950,3/25/1980
973. Genesis,A974,6/1/1950,3/25/1980
974. Kalel,A975,6/1/1950,3/25/1980
975. Agustin,A976,6/1/1950,3/25/1980
976. Wylder,A977,6/1/1950,3/25/1980
977. Yadiel,A978,6/1/1950,3/25/1980
978. Ephraim,A979,6/1/1950,3/25/1980
979. Kody,A980,6/1/1950,3/25/1980
980. Neo,A981,6/1/1950,3/25/1980
981. Ignacio,A982,6/1/1950,3/25/1980
982. Osman,A983,6/1/1950,3/25/1980
983. Aldo,A984,6/1/1950,3/25/1980
984. Abdullah,A985,6/1/1950,3/25/1980
985. Cory,A986,6/1/1950,3/25/1980
986. Blaine,A987,6/1/1950,3/25/1980
987. Dimitri,A988,6/1/1950,3/25/1980
988. Khai,A989,6/1/1950,3/25/1980
989. Landry,A990,6/1/1950,3/25/1980
990. Palmer,A991,6/1/1950,3/25/1980
991. Benedict,A992,6/1/1950,3/25/1980
992. Leif,A993,6/1/1950,3/25/1980
993. Koen,A994,6/1/1950,3/25/1980
994. Maxton,A995,6/1/1950,3/25/1980
995. Mordechai,A996,6/1/1950,3/25/1980
996. Zev,A997,6/1/1950,3/25/1980
997. Atharv,A998,6/1/1950,3/25/1980
998. Bishop,A999,6/1/1950,3/25/1980
999. Blaise,A1000,6/1/1950,3/25/1980
1000. Davian,A1001,6/1/1950,3/25/1980
1. Liam,A2,5/10/1980,3/25/1980
2. Noah,A3,6/1/1950,3/25/1980
3. Oliver,A4,6/1/1950,3/25/1980
4. Elijah,A5,6/1/1950,3/25/1980
5. James,A6,6/1/1950,3/25/1980
6. William,A7,6/1/1950,3/25/1980
7. Benjamin,A8,6/1/1950,3/25/1980
8. Lucas,A9,6/1/1950,3/25/1980
9. Henry,A10,6/1/1950,3/25/1980
10. Theodore,A11,6/1/1950,3/25/1980
11. Jack,A12,6/1/1950,3/25/1980
12. Levi,A13,6/1/1950,3/25/1980
13. Alexander,A14,6/1/1950,3/25/1980
14. Jackson,A15,6/1/1950,3/25/1980
15. Mateo,A16,6/1/1950,3/25/1980
16. Daniel,A17,6/1/1950,3/25/1980
17. Michael,A18,6/1/1950,3/25/1980
18. Mason,A19,6/1/1950,3/25/1980
19. Sebastian,A20,6/1/1950,3/25/1980
20. Ethan,A21,6/1/1950,3/25/1980
21. Logan,A22,6/1/1950,3/25/1980
22. Owen,A23,6/1/1950,3/25/1980
23. Samuel,A24,6/1/1950,3/25/1980
24. Jacob,A25,6/1/1950,3/25/1980
25. Asher,A26,6/1/1950,3/25/1980
26. Aiden,A27,6/1/1950,3/25/1980
27. John,A28,6/1/1950,3/25/1980
28. Joseph,A29,6/1/1950,3/25/1980
29. Wyatt,A30,6/1/1950,3/25/1980
30. David,A31,6/1/1950,3/25/1980
31. Leo,A32,6/1/1950,3/25/1980
32. Luke,A33,6/1/1950,3/25/1980
33. Julian,A34,6/1/1950,3/25/1980
34. Hudson,A35,6/1/1950,3/25/1980
35. Grayson,A36,6/1/1950,3/25/1980
36. Matthew,A37,6/1/1950,3/25/1980
37. Ezra,A38,6/1/1950,3/25/1980
38. Gabriel,A39,6/1/1950,3/25/1980
39. Carter,A40,6/1/1950,3/25/1980
40. Isaac,A41,6/1/1950,3/25/1980
41. Jayden,A42,6/1/1950,3/25/1980
42. Luca,A43,6/1/1950,3/25/1980
43. Anthony,A44,6/1/1950,3/25/1980
44. Dylan,A45,6/1/1950,3/25/1980
45. Lincoln,A46,6/1/1950,3/25/1980
46. Thomas,A47,6/1/1950,3/25/1980
47. Maverick,A48,6/1/1950,3/25/1980
48. Elias,A49,6/1/1950,3/25/1980
49. Josiah,A50,6/1/1950,3/25/1980
50. Charles,A51,6/1/1950,3/25/1980
51. Caleb,A52,6/1/1950,3/25/1980
52. Christopher,A53,6/1/1950,3/25/1980
53. Ezekiel,A54,6/1/1950,3/25/1980
54. Miles,A55,6/1/1950,3/25/1980
55. Jaxon,A56,6/1/1950,3/25/1980
56. Isaiah,A57,6/1/1950,3/25/1980
57. Andrew,A58,6/1/1950,3/25/1980
58. Joshua,A59,6/1/1950,3/25/1980
59. Nathan,A60,6/1/1950,3/25/1980
60. Nolan,A61,6/1/1950,3/25/1980
61. Adrian,A62,6/1/1950,3/25/1980
62. Cameron,A63,6/1/1950,3/25/1980
63. Santiago,A64,6/1/1950,3/25/1980
64. Eli,A65,6/1/1950,3/25/1980
65. Aaron,A66,6/1/1950,3/25/1980
66. Ryan,A67,6/1/1950,3/25/1980
67. Angel,A68,6/1/1950,3/25/1980
68. Cooper,A69,6/1/1950,3/25/1980
69. Waylon,A70,6/1/1950,3/25/1980
70. Easton,A71,6/1/1950,3/25/1980
71. Kai,A72,6/1/1950,3/25/1980
72. Christian,A73,6/1/1950,3/25/1980
73. Landon,A74,6/1/1950,3/25/1980
74. Colton,A75,6/1/1950,3/25/1980
75. Roman,A76,6/1/1950,3/25/1980
76. Axel,A77,6/1/1950,3/25/1980
77. Brooks,A78,6/1/1950,3/25/1980
78. Jonathan,A79,6/1/1950,3/25/1980
79. Robert,A80,6/1/1950,3/25/1980
80. Jameson,A81,6/1/1950,3/25/1980
81. Ian,A82,6/1/1950,3/25/1980
82. Everett,A83,6/1/1950,3/25/1980
83. Greyson,A84,6/1/1950,3/25/1980
84. Wesley,A85,6/1/1950,3/25/1980
85. Jeremiah,A86,6/1/1950,3/25/1980
86. Hunter,A87,6/1/1950,3/25/1980
87. Leonardo,A88,6/1/1950,3/25/1980
88. Jordan,A89,6/1/1950,3/25/1980
89. Jose,A90,6/1/1950,3/25/1980
90. Bennett,A91,6/1/1950,3/25/1980
91. Silas,A92,6/1/1950,3/25/1980
92. Nicholas,A93,6/1/1950,3/25/1980
93. Parker,A94,6/1/1950,3/25/1980
94. Beau,A95,6/1/1950,3/25/1980
95. Weston,A96,6/1/1950,3/25/1980
96. Austin,A97,6/1/1950,3/25/1980
97. Connor,A98,6/1/1950,3/25/1980
98. Carson,A99,6/1/1950,3/25/1980
99. Dominic,A100,6/1/1950,3/25/1980
100. Xavier,A101,6/1/1950,3/25/1980
101. Jaxson,A102,6/1/1950,3/25/1980
102. Jace,A103,6/1/1950,3/25/1980
103. Emmett,A104,6/1/1950,3/25/1980
104. Adam,A105,6/1/1950,3/25/1980
105. Declan,A106,6/1/1950,3/25/1980
106. Rowan,A107,6/1/1950,3/25/1980
107. Micah,A108,6/1/1950,3/25/1980
108. Kayden,A109,6/1/1950,3/25/1980
109. Gael,A110,6/1/1950,3/25/1980
110. River,A111,6/1/1950,3/25/1980
111. Ryder,A112,6/1/1950,3/25/1980
112. Kingston,A113,6/1/1950,3/25/1980
113. Damian,A114,6/1/1950,3/25/1980
114. Sawyer,A115,6/1/1950,3/25/1980
115. Luka,A116,6/1/1950,3/25/1980
116. Evan,A117,6/1/1950,3/25/1980
117. Vincent,A118,6/1/1950,3/25/1980
118. Legend,A119,6/1/1950,3/25/1980
119. Myles,A120,6/1/1950,3/25/1980
120. Harrison,A121,6/1/1950,3/25/1980
121. August,A122,6/1/1950,3/25/1980
122. Bryson,A123,6/1/1950,3/25/1980
123. Amir,A124,6/1/1950,3/25/1980
124. Giovanni,A125,6/1/1950,3/25/1980
125. Chase,A126,6/1/1950,3/25/1980
126. Diego,A127,6/1/1950,3/25/1980
127. Milo,A128,6/1/1950,3/25/1980
128. Jasper,A129,6/1/1950,3/25/1980
129. Walker,A130,6/1/1950,3/25/1980
130. Jason,A131,6/1/1950,3/25/1980
131. Brayden,A132,6/1/1950,3/25/1980
132. Cole,A133,6/1/1950,3/25/1980
133. Nathaniel,A134,6/1/1950,3/25/1980
134. George,A135,6/1/1950,3/25/1980
135. Lorenzo,A136,6/1/1950,3/25/1980
136. Zion,A137,6/1/1950,3/25/1980
137. Luis,A138,6/1/1950,3/25/1980
138. Archer,A139,6/1/1950,3/25/1980
139. Enzo,A140,6/1/1950,3/25/1980
140. Jonah,A141,6/1/1950,3/25/1980
141. Thiago,A142,6/1/1950,3/25/1980
142. Theo,A143,6/1/1950,3/25/1980
143. Ayden,A144,6/1/1950,3/25/1980
144. Zachary,A145,6/1/1950,3/25/1980
145. Calvin,A146,6/1/1950,3/25/1980
146. Braxton,A147,6/1/1950,3/25/1980
147. Ashton,A148,6/1/1950,3/25/1980
148. Rhett,A149,6/1/1950,3/25/1980
149. Atlas,A150,6/1/1950,3/25/1980
150. Jude,A151,6/1/1950,3/25/1980
151. Bentley,A152,6/1/1950,3/25/1980
152. Carlos,A153,6/1/1950,3/25/1980
153. Ryker,A154,6/1/1950,3/25/1980
154. Adriel,A155,6/1/1950,3/25/1980
155. Arthur,A156,6/1/1950,3/25/1980
156. Ace,A157,6/1/1950,3/25/1980
157. Tyler,A158,6/1/1950,3/25/1980
158. Jayce,A159,6/1/1950,3/25/1980
159. Max,A160,6/1/1950,3/25/1980
160. Elliot,A161,6/1/1950,3/25/1980
161. Graham,A162,6/1/1950,3/25/1980
162. Kaiden,A163,6/1/1950,3/25/1980
163. Maxwell,A164,6/1/1950,3/25/1980
164. Juan,A165,6/1/1950,3/25/1980
165. Dean,A166,6/1/1950,3/25/1980
166. Matteo,A167,6/1/1950,3/25/1980
167. Malachi,A168,6/1/1950,3/25/1980
168. Ivan,A169,6/1/1950,3/25/1980
169. Elliott,A170,6/1/1950,3/25/1980
170. Jesus,A171,6/1/1950,3/25/1980
171. Emiliano,A172,6/1/1950,3/25/1980
172. Messiah,A173,6/1/1950,3/25/1980
173. Gavin,A174,6/1/1950,3/25/1980
174. Maddox,A175,6/1/1950,3/25/1980
175. Camden,A176,6/1/1950,3/25/1980
176. Hayden,A177,6/1/1950,3/25/1980
177. Leon,A178,6/1/1950,3/25/1980
178. Antonio,A179,6/1/1950,3/25/1980
179. Justin,A180,6/1/1950,3/25/1980
180. Tucker,A181,6/1/1950,3/25/1980
181. Brandon,A182,6/1/1950,3/25/1980
182. Kevin,A183,6/1/1950,3/25/1980
183. Judah,A184,6/1/1950,3/25/1980
184. Finn,A185,6/1/1950,3/25/1980
185. King,A186,6/1/1950,3/25/1980
186. Brody,A187,6/1/1950,3/25/1980
187. Xander,A188,6/1/1950,3/25/1980
188. Nicolas,A189,6/1/1950,3/25/1980
189. Charlie,A190,6/1/1950,3/25/1980
190. Arlo,A191,6/1/1950,3/25/1980
191. Emmanuel,A192,6/1/1950,3/25/1980
192. Barrett,A193,6/1/1950,3/25/1980
193. Felix,A194,6/1/1950,3/25/1980
194. Alex,A195,6/1/1950,3/25/1980
195. Miguel,A196,6/1/1950,3/25/1980
196. Abel,A197,6/1/1950,3/25/1980
197. Alan,A198,6/1/1950,3/25/1980
198. Beckett,A199,6/1/1950,3/25/1980
199. Amari,A200,6/1/1950,3/25/1980
200. Karter,A201,6/1/1950,3/25/1980
201. Timothy,A202,6/1/1950,3/25/1980
202. Abraham,A203,6/1/1950,3/25/1980
203. Jesse,A204,6/1/1950,3/25/1980
204. Zayden,A205,6/1/1950,3/25/1980
205. Blake,A206,6/1/1950,3/25/1980
206. Alejandro,A207,6/1/1950,3/25/1980
207. Dawson,A208,6/1/1950,3/25/1980
208. Tristan,A209,6/1/1950,3/25/1980
209. Victor,A210,6/1/1950,3/25/1980
210. Avery,A211,6/1/1950,3/25/1980
211. Joel,A212,6/1/1950,3/25/1980
212. Grant,A213,6/1/1950,3/25/1980
213. Eric,A214,6/1/1950,3/25/1980
214. Patrick,A215,6/1/1950,3/25/1980
